ageDifference,weightDifference,heightDifference,ref,round,weightClass,method
0,10,3,Steve Mazzagatti,3,Featherweight,Decision
7,11,2,Herb Dean,3,Bantamweight,KO
4,0,3,Chris Tognoni,3,Welterweight,Decision
3,5,3,Josh Rosenthal,3,Welterweight,Decision
0,0,3,Steve Mazzagatti,1,Bantamweight,KO
2,1,1,Herb Dean,3,Bantamweight,Submission
9,15,2,Herb Dean,3,Heavyweight,Decision
6,0,4,John McCarthy,3,Featherweight,Decision
1,15,0,Jerin Valel,3,Middleweight,Decision
9,28,2,Kevin Dornan,2,Heavyweight,TKO
1,0,0,Herb Dean,3,Lightweight,Decision
8,0,1,John McCarthy,1,Lightweight,KO
4,0,2,Jerin Valel,1,Middleweight,Submission
5,20,1,Kevin Dornan,3,Light Heavyweight,Decision
5,15,2,Herb Dean,3,Middleweight,Submission
3,10,0,John McCarthy,3,Lightweight,Decision
2,20,2,Jerin Valel,3,Middleweight,TKO
9,0,4,Kevin Dornan,3,Featherweight,Decision
4,3,5,Dan Miragliotta,1,Heavyweight,KO
3,15,0,Mark Matheny,3,Lightweight,Decision
2,1,5,Dan Miragliotta,3,Welterweight,Decision
8,6,3,Mark Matheny,2,Heavyweight,KO
3,20,1,Chip Snider,3,Lightweight,Decision
5,10,0,Keith Peterson,3,Featherweight,Decision
,0,3,Chip Snider,1,Lightweight,Submission
3,0,0,Keith Peterson,3,Welterweight,Decision
5,0,3,Chip Snider,2,Featherweight,NC
1,0,0,Keith Peterson,1,Featherweight,TKO
1,15,1,Mark Matheny,1,Lightweight,TKO
6,1,2,Steve Mazzagatti,5,Bantamweight,Decision
4,0,1,Josh Rosenthal,1,Middleweight,KO
4,10,3,Yves Lavigne,3,Featherweight,Decision
8,0,0,Mario Yamasaki,1,Light Heavyweight,Submission
3,0,0,Steve Mazzagatti,1,Welterweight,TKO
4,0,1,Josh Rosenthal,1,Lightweight,KO
7,0,1,Yves Lavigne,1,Lightweight,KO
3,0,0,Mario Yamasaki,3,Bantamweight,Decision
13,15,1,Josh Rosenthal,3,Welterweight,Decision
1,0,1,Yves Lavigne,3,Lightweight,Decision
2,10,0,Mario Yamasaki,3,Bantamweight,Decision
4,0,3,Dan Miragliotta,2,Light Heavyweight,TKO
2,15,2,Mario Yamasaki,1,Middleweight,KO
5,11,3,Kevin Mulhall,1,Welterweight,TKO
7,0,2,Mario Yamasaki,3,Middleweight,Decision
14,0,2,Kevin Mulhall,1,Welterweight,TKO
11,0,2,Dan Miragliotta,2,Light Heavyweight,TKO
1,10,0,Keith Peterson,3,Featherweight,Decision
5,0,1,Keith Peterson,3,Bantamweight,Decision
3,0,1,Mario Yamasaki,3,Welterweight,Decision
8,4,0,Keith Peterson,3,Featherweight,Decision
1,15,3,Kevin Mulhall,3,Middleweight,Decision
8,0,1,Herb Dean,3,Welterweight,Submission
0,0,1,Josh Rosenthal,3,Lightweight,Decision
6,10,0,Mario Yamasaki,1,Lightweight,TKO
2,0,1,Rob Hinds,3,Welterweight,Decision
1,20,1,Herb Dean,2,Light Heavyweight,TKO
0,10,3,Josh Rosenthal,3,Flyweight,Decision
0,35,1,Mario Yamasaki,1,Light Heavyweight,Submission
3,15,1,Rob Hinds,3,Light Heavyweight,Decision
1,10,0,Herb Dean,2,Featherweight,Submission
3,10,1,Josh Rosenthal,2,Featherweight,Submission
1,15,0,Mario Yamasaki,3,Welterweight,Decision
15,0,1,Rob Hinds,2,Bantamweight,TKO
6,0,0,Herb Dean,2,Middleweight,TKO
2,0,2,Marc Goddard,1,Light Heavyweight,KO
2,0,3,Mario Yamasaki,3,Lightweight,Decision
7,2,1,Herb Dean,1,Heavyweight,KO
0,2,3,Mario Yamasaki,1,Light Heavyweight,TKO
8,10,0,Marc Goddard,2,Featherweight,TKO
1,15,5,Herb Dean,3,Welterweight,Decision
2,15,1,Mario Yamasaki,3,Welterweight,Decision
2,0,2,Marc Goddard,3,Bantamweight,Decision
3,0,3,Herb Dean,1,Welterweight,TKO
8,1,1,Mario Yamasaki,3,Bantamweight,Decision
4,0,2,Marc Goddard,3,Bantamweight,Decision
5,15,1,Yves Lavigne,2,Lightweight,Submission
1,15,2,Kevin Mulhall,3,Lightweight,Decision
2,0,2,Dan Miragliotta,3,Welterweight,Decision
2,10,1,Myron Gaudet,1,Bantamweight,TKO
1,10,2,Yves Lavigne,2,Welterweight,Submission
2,0,1,Dan Miragliotta,1,Welterweight,Submission
7,0,0,Myron Gaudet,3,Featherweight,Decision
5,15,0,Kevin Mulhall,3,Lightweight,Decision
6,0,3,Kevin Mulhall,1,Welterweight,TKO
0,15,0,Yves Lavigne,3,Welterweight,Decision
3,10,2,Myron Gaudet,3,Featherweight,Decision
9,0,0,Dan Miragliotta,1,Middleweight,Submission
9,1,3,Josh Rosenthal,4,Light Heavyweight,Submission
4,0,1,Mario Yamasaki,1,Welterweight,KO
7,1,6,Adam Martinez,3,Heavyweight,Decision
1,22,5,Josh Rosenthal,3,Heavyweight,Decision
7,0,4,Mario Yamasaki,1,Lightweight,Submission
4,0,3,Tom Johnson,1,Lightweight,TKO
2,20,1,Mario Yamasaki,3,Light Heavyweight,Decision
2,0,3,Josh Rosenthal,3,Featherweight,Decision
2,0,0,Adam Martinez,2,Bantamweight,TKO
3,20,1,Tim Mills,1,Middleweight,KO
1,9,5,Kevin Mulhall,5,Bantamweight,Decision
9,28,13,Dan Miragliotta,2,Heavyweight,Submission
3,50,4,Mario Yamasaki,1,Light Heavyweight,KO
3,0,2,Fernando Yamasaki,3,Lightweight,Decision
6,0,2,Mario Yamasaki,2,Lightweight,TKO
2,0,3,Dan Miragliotta,1,Lightweight,Submission
1,0,3,Kevin Mulhall,2,Bantamweight,TKO
5,0,0,Fernando Yamasaki,3,Lightweight,TKO
2,0,0,Dan Miragliotta,2,Welterweight,TKO
2,1,5,Mario Yamasaki,1,Bantamweight,TKO
2,10,2,Josh Rosenthal,4,Featherweight,KO
10,0,3,Dan Miragliotta,5,Featherweight,Decision
3,20,0,Kerry Hatley,2,Light Heavyweight,Submission
4,4,3,Jacob Montalvo,3,Featherweight,Decision
1,0,0,Kerry Hatley,1,Lightweight,Submission
3,0,1,Jacob Montalvo,3,Welterweight,Decision
1,10,0,Kerry Hatley,3,Lightweight,Decision
1,60,3,Josh Rosenthal,3,Heavyweight,Decision
6,0,1,Dan Miragliotta,3,Featherweight,Decision
3,15,3,Jacob Montalvo,3,Welterweight,Decision
4,0,0,Kerry Hatley,3,Middleweight,Decision
5,25,4,Josh Rosenthal,3,Welterweight,Decision
3,21,1,Herb Dean,3,Heavyweight,Decision
2,22,2,Steve Mazzagatti,3,Heavyweight,TKO
5,0,1,Kim Winslow,3,Bantamweight,Decision
2,10,2,Josh Rosenthal,3,Featherweight,Decision
4,10,4,Herb Dean,1,Lightweight,Submission
1,10,3,Steve Mazzagatti,1,Featherweight,KO
3,0,1,Kim Winslow,3,Light Heavyweight,Decision
2,0,1,Josh Rosenthal,3,Lightweight,Decision
5,15,3,Herb Dean,3,Welterweight,Decision
7,0,6,Steve Mazzagatti,3,Middleweight,Decision
2,0,1,Marc Goddard,2,Middleweight,TKO
9,10,1,Leon Roberts,1,Bantamweight,Submission
5,0,1,Dan Miragliotta,1,Welterweight,Submission
1,0,3,Marc Goddard,2,Light Heavyweight,Submission
1,15,4,Leon Roberts,1,Lightweight,Submission
0,10,1,Leon Roberts,3,Welterweight,Decision
3,10,2,Dan Miragliotta,3,Heavyweight,Decision
11,0,3,Leon Roberts,3,Featherweight,Decision
1,15,3,Marc Goddard,1,Lightweight,TKO
1,10,2,Dan Miragliotta,3,Flyweight,Decision
2,2,3,John McCarthy,1,Heavyweight,KO
2,10,2,Herb Dean,3,Lightweight,Decision
6,10,4,Larry Landless,2,Lightweight,Submission
1,0,1,John McCarthy,2,Featherweight,Submission
2,10,1,Herb Dean,1,Welterweight,KO
2,10,2,Larry Landless,3,Flyweight,Decision
6,0,1,John McCarthy,3,Featherweight,NC
7,0,2,Herb Dean,3,Bantamweight,Decision
3,0,1,Larry Landless,3,Welterweight,Decision
,0,2,John McCarthy,3,Light Heavyweight,Decision
11,20,0,Josh Rosenthal,5,Middleweight,Decision
4,0,0,Dan Stell,2,Middleweight,TKO
1,0,1,Jason McCoy,2,Bantamweight,Submission
2,0,2,Josh Rosenthal,3,Welterweight,Decision
5,0,1,Dan Stell,3,Light Heavyweight,Decision
8,0,3,Jason McCoy,1,Light Heavyweight,KO
7,1,1,Josh Rosenthal,1,Bantamweight,KO
1,20,2,Dan Stell,1,Middleweight,TKO
1,0,1,Jason McCoy,3,Lightweight,Decision
6,10,2,Josh Rosenthal,3,Featherweight,Decision
0,0,3,Dan Stell,2,Welterweight,Submission
3,15,1,Jason McCoy,1,Lightweight,TKO
1,0,2,Steve Mazzagatti,3,Middleweight,TKO
1,0,1,Josh Rosenthal,1,Featherweight,Submission
2,10,3,Herb Dean,1,Flyweight,TKO
8,0,2,Chris Tognoni,3,Lightweight,Decision
1,10,6,Steve Mazzagatti,3,Bantamweight,TKO
3,10,5,Josh Rosenthal,3,Bantamweight,Decision
1,15,0,Herb Dean,1,N/A,TKO
,10,4,Chris Tognoni,3,Bantamweight,Submission
6,19,4,Herb Dean,3,Welterweight,Decision
2,11,0,Josh Rosenthal,2,Bantamweight,Submission
9,20,3,John McCarthy,2,Light Heavyweight,TKO
3,22,0,Herb Dean,1,Heavyweight,TKO
1,0,0,Yves Lavigne,1,Light Heavyweight,TKO
0,0,2,Josh Rosenthal,3,Welterweight,Decision
5,0,1,Herb Dean,1,Featherweight,KO
2,0,1,Yves Lavigne,1,Light Heavyweight,KO
3,20,4,John McCarthy,1,Middleweight,KO
10,26,1,Josh Rosenthal,1,Middleweight,Submission
5,1,5,Yves Lavigne,3,Bantamweight,Decision
3,10,1,Herb Dean,3,Lightweight,Decision
7,0,2,Josh Rosenthal,2,Welterweight,TKO
2,1,1,John McCarthy,2,Lightweight,TKO
3,7,2,Mario Yamasaki,1,Heavyweight,TKO
2,0,1,Herb Dean,3,Lightweight,Decision
5,13,3,Steve Mazzagatti,1,Welterweight,KO
16,0,3,Yves Lavigne,1,Light Heavyweight,TKO
4,4,3,Herb Dean,3,Featherweight,Decision
3,10,1,Mario Yamasaki,3,Lightweight,Decision
1,0,3,Steve Mazzagatti,3,Lightweight,Decision
5,0,0,Yves Lavigne,3,Welterweight,Decision
6,15,0,Herb Dean,3,Welterweight,Decision
1,10,1,Steve Mazzagatti,3,Featherweight,Decision
1,0,1,Mario Yamasaki,1,Featherweight,KO
7,20,2,Dan Miragliotta,1,Middleweight,Submission
2,15,6,Leon Roberts,1,Welterweight,Submission
3,15,1,Mario Yamasaki,1,Lightweight,DQ
0,0,2,Dan Miragliotta,3,Lightweight,KO
0,10,2,Mario Yamasaki,3,Featherweight,Decision
5,53,3,Dan Miragliotta,1,Heavyweight,Submission
5,9,3,Leon Roberts,3,Bantamweight,Decision
5,0,3,Mario Yamasaki,1,Welterweight,TKO
9,10,0,Leon Roberts,3,Bantamweight,Decision
0,0,1,Herb Dean,1,Lightweight,Submission
5,0,1,Josh Rosenthal,1,Welterweight,TKO
4,0,2,Mario Yamasaki,3,Bantamweight,Decision
7,24,7,Herb Dean,1,Heavyweight,KO
5,0,2,Herb Dean,2,Middleweight,TKO
11,0,2,Mario Yamasaki,3,Lightweight,Submission
1,15,0,Herb Dean,3,Lightweight,Decision
8,10,0,Josh Rosenthal,1,Lightweight,Submission
3,10,1,Mario Yamasaki,1,Lightweight,Submission
3,0,0,Josh Rosenthal,1,Bantamweight,KO
5,0,3,Herb Dean,5,Light Heavyweight,Decision
2,20,1,John McCarthy,3,Light Heavyweight,Decision
7,15,2,Herb Dean,3,Middleweight,Decision
3,10,2,John McCarthy,2,Lightweight,TKO
1,5,5,Herb Dean,3,Heavyweight,Decision
2,10,6,John McCarthy,2,Featherweight,TKO
5,15,3,John McCarthy,1,Featherweight,Submission
7,0,0,Herb Dean,3,Lightweight,Decision
4,68,2,Robert Madrigal,1,Heavyweight,KO
2,0,1,N/A,3,Middleweight,Submission
1,0,0,Steve Mazzagatti,5,Welterweight,Decision
1,7,4,Josh Rosenthal,3,Heavyweight,Decision
3,0,2,Herb Dean,3,Welterweight,Decision
5,0,2,Kim Winslow,3,Bantamweight,Decision
1,20,4,Josh Rosenthal,2,Light Heavyweight,Submission
2,10,2,Steve Mazzagatti,1,Lightweight,Submission
4,0,2,Herb Dean,3,Bantamweight,Decision
2,0,0,Kim Winslow,2,Welterweight,TKO
3,15,6,Herb Dean,3,Welterweight,Decision
7,7,0,Steve Mazzagatti,3,Middleweight,Decision
3,9,1,Josh Rosenthal,1,Welterweight,KO
4,15,1,Dan Miragliotta,3,Welterweight,Decision
4,42,8,Josh Rosenthal,2,Heavyweight,TKO
14,20,1,Jim Axtell,3,Light Heavyweight,Decision
4,3,0,Dan Miragliotta,1,Heavyweight,KO
2,1,5,Dan Miragliotta,3,Bantamweight,Decision
4,2,3,Jim Axtell,1,Bantamweight,Submission
3,20,1,Dan Miragliotta,1,Bantamweight,KO
2,0,1,Mark Powell,3,Lightweight,Decision
3,15,5,Bo Nesslein,3,Welterweight,Decision
2,10,3,Marc Goddard,5,Lightweight,Decision
5,1,1,Leon Roberts,3,Light Heavyweight,Decision
1,28,6,Herb Dean,1,Heavyweight,TKO
4,0,2,Marc Goddard,3,Welterweight,Decision
0,20,3,Leon Roberts,3,Light Heavyweight,TKO
0,0,2,Herb Dean,3,Featherweight,Decision
3,0,0,Marc Goddard,1,Lightweight,KO
2,10,1,Leon Roberts,2,Lightweight,TKO
5,0,1,Herb Dean,1,Bantamweight,Submission
5,0,2,Marc Goddard,3,Middleweight,Decision
2,10,4,Leon Roberts,3,Flyweight,Decision
6,0,4,Herb Dean,2,Featherweight,KO
1,0,2,Herb Dean,3,Welterweight,Submission
8,0,1,Steve Perceval,2,Flyweight,TKO
2,0,2,Leon Roberts,3,Flyweight,Draw
5,15,0,John Sharp,3,Middleweight,Decision
2,20,2,Leon Roberts,1,Middleweight,TKO
8,0,3,John Sharp,1,Light Heavyweight,TKO
3,19,2,Steve Perceval,3,Welterweight,Decision
6,0,0,Herb Dean,3,Welterweight,Decision
4,0,1,John Sharp,1,Welterweight,Submission
5,10,2,Leon Roberts,1,Lightweight,Submission
4,46,1,Steve Perceval,2,Heavyweight,TKO
5,3,3,Leon Roberts,3,Light Heavyweight,Decision
1,0,0,Marc Goddard,1,Middleweight,KO
3,0,0,Leon Roberts,1,Welterweight,KO
3,0,1,Marc Goddard,3,Featherweight,Decision
1,5,3,Kristian Hacklou,2,Welterweight,Submission
4,0,0,Marko Gyllenland,2,Flyweight,Submission
6,0,3,Robert Sundel,1,Welterweight,Submission
,,,Leon Roberts,3,Light Heavyweight,Decision
1,15,3,Kristian Hacklou,2,Welterweight,Submission
6,1,1,Marko Gyllenland,2,Lightweight,Submission
1,0,2,Marc Goddard,2,Welterweight,Submission
2,15,1,Robert Sundel,3,Featherweight,Decision
8,0,5,Herb Dean,5,Light Heavyweight,Decision
7,15,2,Mario Yamasaki,2,Welterweight,TKO
2,25,0,Herb Dean,1,Heavyweight,KO
10,9,1,Herb Dean,1,Bantamweight,KO
3,0,2,Mario Yamasaki,3,Featherweight,Decision
2,0,1,Blake Grice,3,Lightweight,Decision
4,31,4,Mario Yamasaki,1,Heavyweight,Submission
2,0,0,Fernando Yamasaki,3,Welterweight,Decision
5,0,4,Herb Dean,3,Lightweight,Decision
6,0,1,Blake Grice,3,Lightweight,Decision
5,0,1,Fernando Yamasaki,3,Welterweight,Decision
2,10,4,Will Fisher,3,Bantamweight,Decision
2,0,4,Keith Peterson,2,Lightweight,Submission
6,0,1,Kevin Mulhall,3,Welterweight,Decision
4,15,6,Dan Miragliotta,1,Middleweight,TKO
2,16,4,Dan Miragliotta,1,Heavyweight,TKO
2,0,2,Dan Miragliotta,3,Lightweight,Decision
2,0,4,Keith Peterson,3,Flyweight,Decision
0,0,1,Kevin Mulhall,3,Welterweight,Decision
6,1,1,Keith Peterson,2,Flyweight,TKO
4,0,2,Kevin Mulhall,3,Lightweight,Decision
3,0,7,Kevin Mulhall,3,Featherweight,Decision
0,0,3,Keith Peterson,1,Bantamweight,Submission
3,20,2,Dan Miragliotta,2,Light Heavyweight,Submission
2,10,0,Dan Miragliotta,4,Featherweight,TKO
8,0,1,Keith Peterson,3,Welterweight,Decision
3,10,2,Mario Yamasaki,3,Lightweight,Decision
1,0,3,Todd McGovern,3,Bantamweight,Decision
1,0,1,Dan Miragliotta,3,Light Heavyweight,Decision
8,20,2,Todd McGovern,1,Light Heavyweight,KO
3,0,0,Dan Miragliotta,3,Middleweight,Decision
4,15,2,Keith Peterson,1,Welterweight,Submission
3,0,2,Mario Yamasaki,3,Lightweight,Decision
7,0,1,Todd McGovern,1,Lightweight,Submission
3,0,1,Rick McCoy,3,Bantamweight,Decision
3,0,1,Rick McCoy,3,Bantamweight,Decision
5,23,1,Herb Dean,2,Heavyweight,TKO
3,23,3,Josh Rosenthal,1,Heavyweight,TKO
8,26,4,Steve Mazzagatti,1,Heavyweight,KO
1,1,1,Yves Lavigne,2,Heavyweight,TKO
11,12,9,Josh Rosenthal,1,Heavyweight,Submission
3,0,3,Herb Dean,3,Featherweight,Decision
2,0,3,Steve Mazzagatti,1,Lightweight,TKO
3,0,2,Yves Lavigne,3,Middleweight,Decision
4,0,2,Josh Rosenthal,1,Welterweight,KO
8,15,4,Herb Dean,1,Lightweight,Submission
3,0,2,Steve Mazzagatti,1,Light Heavyweight,Submission
10,10,1,Yves Lavigne,3,Featherweight,Decision
3,0,3,Steve Mazzagatti,2,Welterweight,TKO
0,0,6,Herb Dean,1,Lightweight,TKO
4,10,1,Kim Winslow,2,Featherweight,Submission
3,0,3,Chris Tognoni,3,Featherweight,Decision
6,0,1,Herb Dean,3,Featherweight,KO
3,5,1,Steve Mazzagatti,3,Lightweight,Decision
2,0,3,Kim Winslow,1,Lightweight,Submission
9,10,2,Chris Tognoni,2,Featherweight,KO
1,10,0,Herb Dean,1,Lightweight,TKO
3,2,1,Kim Winslow,1,Bantamweight,TKO
8,0,1,Chris Adams,3,Welterweight,Decision
2,0,2,Troy Waugh,3,Flyweight,Decision
3,15,1,Frank Gentile,1,Welterweight,Submission
8,0,2,Chris Adams,1,Welterweight,KO
2,0,2,Troy Waugh,2,Bantamweight,KO
1,0,2,Frank Gentile,3,Welterweight,Decision
7,0,4,Chris Adams,3,Welterweight,Decision
2,0,1,Troy Waugh,3,Featherweight,Decision
1,17,1,Frank Gentile,1,Lightweight,Submission
2,15,6,Chris Adams,1,Welterweight,TKO
5,0,1,Troy Waugh,3,Middleweight,Decision
2,0,2,Frank Gentile,3,Lightweight,Decision
2,10,1,Dan Miragliotta,5,Lightweight,Decision
8,0,2,Kevin Mulhall,3,Lightweight,Decision
8,0,1,Kevin Mulhall,3,Welterweight,Decision
1,10,1,Yves Lavigne,2,Featherweight,TKO
1,0,3,Yves Lavigne,3,Featherweight,Decision
2,0,1,Yves Lavigne,1,Lightweight,TKO
1,0,1,Dan Miragliotta,3,Welterweight,Decision
1,19,4,Kevin Mulhall,1,Welterweight,Submission
5,12,3,Dan Miragliotta,3,Middleweight,TKO
0,0,4,Gasper Oliver,2,Welterweight,TKO
1,15,3,Dan Miragliotta,3,Middleweight,Submission
5,17,1,Gasper Oliver,3,Bantamweight,Decision
2,0,3,Mario Yamasaki,5,Middleweight,Decision
3,15,1,Herb Dean,3,Middleweight,Decision
3,0,0,Marc Goddard,3,Featherweight,Decision
1,14,3,Herb Dean,1,Heavyweight,TKO
4,9,1,Marc Goddard,3,Featherweight,Decision
8,0,0,Mario Yamasaki,1,Featherweight,Submission
1,15,3,Herb Dean,1,Lightweight,TKO
4,10,1,Marc Goddard,3,Bantamweight,Decision
3,15,0,Mario Yamasaki,3,Welterweight,TKO
2,0,3,Herb Dean,3,Featherweight,TKO
10,10,4,Marc Goddard,3,Bantamweight,Draw
2,20,1,Yves Lavigne,2,Middleweight,TKO
4,0,1,Steve Mazzagatti,3,Light Heavyweight,Decision
8,15,1,Josh Rosenthal,3,Middleweight,Decision
4,0,1,Mario Yamasaki,1,Welterweight,TKO
2,25,6,Steve Mazzagatti,1,Featherweight,KO
2,0,0,Josh Rosenthal,3,Bantamweight,Decision
5,0,0,Yves Lavigne,3,Lightweight,Decision
5,0,0,Mario Yamasaki,3,Lightweight,Decision
2,0,1,Steve Mazzagatti,3,Middleweight,Decision
0,0,0,Josh Rosenthal,3,Lightweight,Decision
2,1,2,Mario Yamasaki,3,Lightweight,Decision
6,0,2,Josh Rosenthal,2,Middleweight,KO
0,0,0,Jason McCoy,3,Middleweight,Decision
10,0,2,Marcos Rosales,3,Welterweight,Decision
4,35,0,Josh Rosenthal,2,Welterweight,Submission
4,0,1,Jason McCoy,1,Bantamweight,Submission
4,0,3,Marcos Rosales,3,Lightweight,Decision
6,10,3,Josh Rosenthal,2,Bantamweight,Submission
,0,2,Jason McCoy,3,Flyweight,Decision
4,15,1,Marcos Rosales,2,Welterweight,KO
3,6,1,Josh Rosenthal,3,Middleweight,Decision
2,10,0,Jason McCoy,2,Bantamweight,TKO
8,0,1,Mario Yamasaki,5,Bantamweight,Decision
3,35,2,Josh Rosenthal,3,Light Heavyweight,Decision
9,17,4,Yves Lavigne,3,Heavyweight,Decision
4,0,2,Mario Yamasaki,3,Welterweight,Decision
10,0,3,Josh Rosenthal,3,Welterweight,NC
5,15,1,Yves Lavigne,3,Middleweight,Decision
2,0,1,Mario Yamasaki,1,Bantamweight,NC
9,0,1,Josh Rosenthal,1,Light Heavyweight,KO
0,0,3,Yves Lavigne,3,Bantamweight,Submission
6,10,1,Mario Yamasaki,1,Featherweight,KO
1,1,1,Josh Rosenthal,3,Lightweight,Decision
4,0,1,Herb Dean,4,Light Heavyweight,TKO
5,20,1,John McCarthy,2,Middleweight,KO
0,0,1,Luis Cobian,3,Lightweight,Submission
3,0,1,Herb Dean,2,Welterweight,KO
1,4,7,John McCarthy,3,Featherweight,Decision
3,0,1,Luis Cobian,1,Light Heavyweight,NC
4,11,5,Herb Dean,1,Bantamweight,Submission
6,43,3,John McCarthy,2,Heavyweight,Submission
6,10,1,Luis Cobian,3,Bantamweight,Decision
1,0,1,Herb Dean,1,Flyweight,KO
2,10,3,Herb Dean,5,Lightweight,Decision
0,0,2,Josh Rosenthal,1,Lightweight,KO
1,35,2,Adam Martinez,3,Welterweight,NC
1,0,0,Herb Dean,2,Middleweight,TKO
1,0,3,Josh Rosenthal,2,Featherweight,TKO
0,0,3,Tom Johnson,1,Featherweight,Submission
7,13,3,Adam Martinez,2,Light Heavyweight,TKO
7,0,0,Herb Dean,1,Bantamweight,KO
2,27,3,Tom Johnson,3,Flyweight,Decision
8,0,1,Tim Mills,1,Featherweight,TKO
10,20,4,John McCarthy,4,Light Heavyweight,Submission
2,0,1,Yves Lavigne,5,Flyweight,Decision
1,0,1,Josh Rosenthal,3,Middleweight,Decision
2,0,4,Dan Miragliotta,3,Light Heavyweight,Decision
6,0,4,Yves Lavigne,1,Featherweight,KO
5,0,3,John McCarthy,2,Light Heavyweight,Submission
3,0,0,Dan Miragliotta,3,Lightweight,Decision
12,0,2,Josh Rosenthal,3,Welterweight,Decision
2,10,5,Yves Lavigne,3,Bantamweight,Decision
3,0,2,John McCarthy,1,Welterweight,KO
0,1,5,Josh Rosenthal,1,Bantamweight,Submission
1,15,3,Dan Miragliotta,1,Welterweight,TKO
6,20,8,Herb Dean,2,Heavyweight,TKO
2,0,1,Marc Goddard,3,Welterweight,Decision
1,10,0,Leon Roberts,1,Flyweight,KO
5,0,3,Herb Dean,1,Lightweight,Submission
4,5,5,Marc Goddard,3,Welterweight,Decision
4,15,1,Herb Dean,1,Lightweight,TKO
2,0,4,Leon Roberts,2,Light Heavyweight,TKO
7,1,1,Marc Goddard,3,Featherweight,Decision
5,0,2,Leon Roberts,3,Middleweight,Decision
6,0,1,Herb Dean,1,Welterweight,Submission
0,0,1,Marc Goddard,1,Featherweight,KO
3,28,3,Herb Dean,1,Heavyweight,TKO
9,0,2,Josh Rosenthal,3,Welterweight,Decision
1,0,2,Daryl Guthmiller,2,Flyweight,TKO
0,15,1,Nick Gamst,1,Lightweight,TKO
7,0,1,Josh Rosenthal,2,Lightweight,KO
6,0,4,Daryl Guthmiller,2,Welterweight,KO
2,0,2,Josh Rosenthal,3,Lightweight,Decision
1,15,1,Herb Dean,1,Welterweight,Submission
1,0,3,Daryl Guthmiller,3,Featherweight,Decision
4,0,1,Nick Gamst,2,Flyweight,Submission
2,20,1,Marc Goddard,1,Middleweight,TKO
8,17,1,Mario Yamasaki,2,Heavyweight,Submission
1,0,1,Mario Yamasaki,2,Light Heavyweight,TKO
6,13,1,Marc Goddard,3,Middleweight,Decision
3,0,1,Marc Goddard,2,Light Heavyweight,Submission
7,0,2,Mario Yamasaki,1,Welterweight,Submission
2,0,1,Fernando Yamasaki,2,Featherweight,TKO
5,0,2,Marc Goddard,3,Lightweight,Decision
1,0,0,Fernando Yamasaki,3,Featherweight,Decision
5,14,4,Mario Yamasaki,3,Welterweight,Submission
5,20,1,Marc Goddard,3,Middleweight,Decision
1,0,1,Fernando Yamasaki,3,Lightweight,Decision
2,0,3,Marc Goddard,1,Middleweight,KO
1,5,2,Steve Perceval,3,Heavyweight,No
0,0,2,Marc Goddard,3,Welterweight,Decision
2,0,0,Steve Perceval,3,Lightweight,Decision
6,10,1,Marc Goddard,3,Lightweight,Decision
5,0,2,Steve Perceval,3,Bantamweight,Decision
1,0,2,Marc Goddard,3,Bantamweight,Decision
14,1,3,Steve Perceval,3,Flyweight,Decision
,,,Marc Goddard,3,Middleweight,Decision
3,0,3,Yves Lavigne,5,Welterweight,Decision
1,0,3,Dan Miragliotta,1,Welterweight,KO
2,35,0,Philippe Chartier,3,Welterweight,Decision
3,0,0,Yves Lavigne,3,Lightweight,Decision
1,0,5,Marc-Andre Cote,3,Featherweight,Decision
1,15,2,Dan Miragliotta,1,Welterweight,DQ
5,0,3,Marc-Andre Cote,1,Light Heavyweight,Submission
1,0,1,Marc-Andre Cote,3,Lightweight,Decision
1,0,1,Dan Miragliotta,3,Featherweight,Decision
3,5,4,Yves Lavigne,3,Welterweight,Decision
8,0,3,Philippe Chartier,1,Bantamweight,Submission
3,19,1,Marc-Andre Cote,3,Featherweight,Decision
2,0,3,Herb Dean,5,Lightweight,Decision
6,0,3,Dan Miragliotta,3,Light Heavyweight,Decision
11,25,2,Herb Dean,3,Welterweight,Decision
2,0,1,Dan Miragliotta,2,Welterweight,KO
10,10,1,Steve Newport,1,Lightweight,KO
2,0,1,Steve Newport,3,Bantamweight,Decision
3,0,1,Dan Miragliotta,3,Lightweight,Decision
2,0,1,Anthony Hamlett,2,Lightweight,KO
0,0,2,Anthony Hamlett,2,Lightweight,TKO
4,4,1,Anthony Hamlett,3,Featherweight,Decision
4,2,4,Herb Dean,1,Bantamweight,Submission
7,0,2,Marc Goddard,3,Lightweight,TKO
1,0,2,Steve Perceval,3,Middleweight,Decision
3,15,3,John Sharp,3,Lightweight,Decision
2,0,1,Marc Goddard,1,Welterweight,KO
4,0,3,Steve Perceval,1,Featherweight,KO
2,20,1,John Sharp,3,Middleweight,NC
1,0,7,Marc Goddard,3,Welterweight,Decision
4,15,1,Steve Perceval,1,Welterweight,KO
,0,2,John Sharp,3,Featherweight,Decision
1,0,3,Marc Goddard,1,Light Heavyweight,KO
2,6,3,Herb Dean,1,Heavyweight,TKO
1,15,0,Steve Mazzagatti,3,Welterweight,Decision
4,9,4,Kim Winslow,2,Heavyweight,KO
4,20,3,Herb Dean,1,Lightweight,Submission
9,0,1,Steve Mazzagatti,1,Welterweight,TKO
